brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price,used_price
LG,Android,12.88,yes,no,8,5,32,4,3000,165.9,2015,746,179.34,65.8
LG,Android,12.88,yes,no,13,5,32,4,3000,163,2015,814,250.19,92.23
LG,Android,12.7,yes,no,8,2.1,16,4,2610,135,2015,980,220.64,64.19
LG,Android,12.7,yes,no,8,5,32,4,2540,137,2015,930,139.46,51.73
LG,Android,10.34,yes,no,8,1,32,4,2100,124.4,2015,1003,121.63,56.25
LG,Android,10.29,yes,no,5,0.3,32,4,1900,140,2015,696,120.17,38.31
LG,Android,10.16,yes,no,5,0.3,16,4,1900,128,2015,652,90.93,41.73
LG,Android,12.83,yes,no,13,2.1,16,4,3000,152,2015,561,270.41,95.27
LG,Android,10.29,yes,no,5,0.3,16,4,2100,138.9,2014,695,50.87,31.06
LG,Android,12.7,no,no,8,1.3,32,4,2460,140.45,2014,959,130.93,42.49
LG,Android,10.29,no,no,8,0.3,16,4,1820,153.7,2014,778,99.78,54.58
LG,Android,12.83,yes,no,13,2.1,32,4,3000,149,2014,588,250.83,82.35
LG,Android,12.93,yes,no,13,2.1,32,4,3000,182,2014,776,252.16,61.29
LG,Android,10.29,yes,no,5,0.3,16,4,2100,129.6,2014,1025,102,53.37
LG,Android,10.24,no,no,5,0.3,16,4,1540,119,2014,890,90.76,26.63
LG,Android,10.24,no,no,5,0.3,16,4,1700,140.45,2014,564,91.69,43.89
LG,Android,12.83,no,no,13,1.3,32,4,3000,163,2014,1000,238.69,111.25
LG,Android,12.7,no,no,8,1,32,4,2540,137,2014,646,101.47,45.6
LG,Android,10.29,no,no,8,0.3,16,4,1900,145,2014,708,110.07,37.98
LG,Android,20.32,yes,no,5,1.3,16,4,4200,344,2014,775,238.21,73.58
LG,Android,12.88,yes,no,8,1.3,32,4,3200,167,2014,1009,270.17,65.72
LG,Android,12.75,yes,no,13,2.1,32,4,2610,146.8,2014,952,360.98,62.22
LG,Android,17.78,yes,no,5,0.3,16,4,4000,294.8,2014,708,189.3,88.72
LG,Android,10.16,no,no,3.15,0.3,16,4,1900,142,2014,715,101.94,26.33
LG,Android,7.67,no,no,2,1.3,16,4,1540,140.45,2014,952,61.35,29.49
LG,Android,12.88,yes,no,8,1.3,32,4,3200,168.1,2014,1048,298.72,119.8
LG,Android,12.83,yes,no,13,2.1,32,4,3000,154,2014,752,331.01,121.49
LG,Android,12.7,no,no,8,1.3,32,4,2540,140.45,2014,801,210.11,72.81
LG,Android,12.7,yes,no,8,1.3,32,4,2540,134,2014,780,189.45,55.43
LG,Android,10.24,no,no,5,0.3,16,4,2100,127,2014,563,189.68,56.01
LG,Android,12.83,yes,no,13,2.1,32,4,3000,149.7,2014,909,299.56,93.08
LG,Android,12.83,yes,no,13,2.1,16,4,3000,149,2014,688,298.78,82.76
LG,Android,10.34,yes,no,8,1.3,32,4,3000,136.1,2014,980,129.55,43.12
LG,Android,25.43,yes,no,5,1.3,16,4,8000,535.8,2014,569,270.69,155.28
LG,Android,25.43,no,no,5,1.3,16,4,8000,523,2014,910,261.43,121.91
LG,Android,20.32,no,no,5,1.3,16,4,4200,342,2014,782,221.46,75.67
LG,Android,17.78,no,no,3.15,1.3,32,4,4000,293,2014,1015,159.43,70.23
LG,Android,12.7,no,no,5,0.3,16,4,2540,140.45,2014,722,119.88,43.04
LG,Android,10.34,yes,no,5,0.3,32,4,2440,123.9,2014,1005,219.14,75.35
LG,Android,10.24,no,no,5,0.3,16,4,2100,126,2014,751,151.03,54
LG,Android,20.4,yes,no,5,1.3,16,4,4600,339.9,2014,996,218.35,107.99
LG,Android,10.29,yes,no,5,0.3,16,4,2440,129.6,2014,592,198.64,28.62
LG,Android,10.34,yes,no,13,1.3,32,4,2440,121,2014,632,239.36,70.95
LG,Android,10.34,yes,no,8,1.3,32,4,2440,121,2014,888,180.25,58.64
LG,Android,10.34,no,no,8,1.3,32,4,2440,121,2014,646,159.68,36.5
LG,Android,10.34,no,no,5,0.3,32,4,2540,125,2014,597,290.03,47.8
LG,Android,10.34,no,no,5,1.3,32,4,2540,126,2014,1018,170.05,63.22
LG,Android,10.29,no,no,5,0.3,16,4,2100,124,2014,1091,150.23,31.26
LG,Android,10.29,no,no,5,0.3,16,4,2100,126.6,2014,601,128.97,43.68
LG,Android,7.75,no,no,3.15,1.3,16,4,2540,114,2014,646,79.66,25.16
LG,Android,7.75,no,no,3.15,1.3,16,4,2540,113.4,2014,778,90.58,21.07
LG,Android,12.93,yes,no,13,2.1,16,4,3200,172,2014,853,310.28,72.57
LG,Android,7.62,no,no,2,1.3,16,4,1540,104.6,2014,673,91.09,39.5
LG,Android,10.16,yes,no,5,0.3,16,4,2460,159.9,2014,744,229.25,77.56
LG,Android,12.83,yes,no,13,2.1,32,4,3140,167,2013,662,250.91,115.9
LG,Android,12.57,yes,no,8,1.3,16,4,2300,130,2013,633,261.47,69.54
LG,Android,15.24,yes,no,13,2.1,32,4,3500,177,2013,984,359.86,69.3
LG,Others,10.16,no,no,5,1.3,16,4,1540,122.5,2013,1093,150.27,48.65
LG,Android,12.83,no,no,8,1.3,32,4,3140,161,2013,803,250.23,71.64
LG,Android,12.83,no,no,8,1.3,32,4,3140,161,2013,670,240.54,93.99
LG,Android,7.67,no,no,3.15,1.3,16,4,1540,110,2013,949,70.39,21.79
LG,Android,20.4,no,no,5,1.3,16,4,4600,338,2013,780,301.47,101.33
LG,Android,12.75,yes,no,13,2.1,16,4,3000,143,2013,1077,270.51,60.25
LG,Android,10.34,no,no,8,1.3,32,4,2150,120,2013,880,250.86,55.89
LG,Android,10.16,yes,no,5,0.3,32,4,2460,169.8,2013,914,260.33,83.38
LG,Android,10.34,no,no,13,1.3,16,4,2280,141.2,2013,668,268.96,76.65
LG,Android,7.82,no,no,3.15,1.3,16,4,1700,125,2013,592,110.43,32.45
LG,Android,7.82,no,no,3.15,1.3,16,4,1700,125,2013,1008,109.77,32.9
LG,Android,7.67,no,no,3.15,1.3,16,4,1540,110,2013,941,59.36,26.88
LG,Android,10.16,yes,no,5,0.3,16,4,2460,113.4,2013,703,99.11,45.41
LG,Android,10.24,yes,no,5,1.3,32,4,2460,129,2013,718,269.93,92.54
LG,Android,10.34,yes,no,8,1.3,32,4,2540,133.2,2013,970,149.39,74.1
LG,Android,10.29,yes,no,5,1.3,16,4,2460,126,2013,910,202.04,69.18
LG,Android,10.24,yes,no,5,1.3,32,4,2150,131,2013,646,221.6,49.99
LG,Android,12.83,yes,no,13,2.1,16,4,3140,172,2013,733,399.73,122.5
LG,Android,10.24,no,no,8,0.3,16,4,2460,115.5,2013,644,150.71,47.03
LG,Android,10.24,no,no,8,0.3,16,4,2460,118,2013,565,181.16,42.38
LG,Android,10.16,no,no,5,1.3,16,4,1700,100,2013,723,119.83,49.96
LG,Android,10.16,no,no,5,1.3,16,4,1700,103.3,2013,1057,141.85,26.53
LG,Android,7.67,no,no,3.15,1.3,16,4,1540,110,2013,810,90.92,40.56
LG,Android,7.67,no,no,3.15,1.3,16,4,1540,107,2013,1054,89.9,30.07
LG,Android,7.62,no,no,2,1.3,16,4,1540,105,2013,631,58.2,26.58
LG,Others,5.13,no,no,1.3,1.3,16,4,1700,92,2013,766,39.03,19.02
LG,Others,5.13,no,no,1.3,1.3,128,4,1500,97,2013,564,90.32,51.47
Meizu,Android,15.29,yes,no,,20,64,4,4000,170,2019,295,199.56,128.34
Meizu,Android,13.84,yes,no,13,13,32,4,3000,150,2018,635,109.98,91.46
Meizu,Android,13.84,yes,no,13,8,16,4,3000,150,2018,698,89.21,64.38
Meizu,Android,15.24,yes,no,13,8,64,4,3600,168,2018,605,200.25,100.31
Meizu,Android,15.29,yes,no,13,20,128,4,3210,160,2018,653,199.54,113.05
Meizu,Android,12.88,yes,no,13,5,64,4,3100,159,2018,712,148.45,92.71
Meizu,Android,12.88,yes,no,13,5,32,4,3200,145,2018,606,99.66,71.24
Meizu,Android,15.24,yes,no,13,20,64,4,3100,154,2018,726,299.43,145.33
Meizu,Android,15.24,yes,no,13,20,128,4,3010,152,2018,576,408.45,108.76
Meizu,Android,15.37,yes,no,13,20,256,4,3570,182,2018,513,481.42,139.28
Meizu,Android,13.84,yes,no,13,8,16,4,3070,140,2018,564,139.92,86.75
Meizu,Android,12.88,yes,no,13,8,32,4,3300,145,2018,520,129.67,66.29
Meizu,Android,15.11,yes,no,13,20,64,4,3500,177,2018,530,480.75,105.7
Meizu,Android,13.87,yes,no,13,20,64,4,3000,152,2018,588,399.92,93.98
Meizu,Android,13.87,yes,no,12,20,64,4,3000,145,2018,722,240.77,147.67
Meizu,Android,15.21,yes,no,13,8,64,4,3360,160,2018,637,278.52,124.67
Meizu,Android,12.88,yes,no,16,8,32,4,3000,160,2018,675,148.96,84.34
Meizu,Android,12.75,yes,no,13,8,32,4,3070,143,2017,764,130.55,73.2
Meizu,Android,12.83,yes,no,12.5,16,16,4,4000,173,2017,786,171.49,93.45
Meizu,Android,12.88,yes,no,12,16,64,4,3500,170,2017,848,500.03,181.76
Meizu,Android,12.75,yes,no,12,16,64,4,3000,163,2017,785,400.22,150.02
Meizu,Android,12.7,yes,no,8,5,16,4,3235,135,2017,801,139.18,51.83
Meizu,Android,12.83,yes,no,13,8,64,4,3400,155,2017,650,209.97,79.43
Meizu,Android,12.75,yes,no,13,5,16,4,3000,143,2017,606,129.29,58.64
Meizu,Android,12.83,yes,no,13,5,16,4,3060,175,2016,789,189.84,90.75
Meizu,Android,12.88,yes,no,12,5,64,4,3400,158,2016,762,550.72,168.65
Meizu,Android,12.83,yes,no,16,5,16,4,3150,149,2016,718,188,74.19
Meizu,Android,12.7,yes,no,13,5,32,4,2760,139,2016,908,160.21,58.29
Meizu,Android,12.83,yes,no,13,5,32,4,3260,158,2016,1054,189.2,63.86
Meizu,Android,12.75,yes,no,12,5,64,4,3060,163,2016,1084,429.35,167.71
Meizu,Android,12.75,yes,no,13,5,32,4,3060,138,2016,931,121.14,66.38
Meizu,Android,15.24,yes,no,13,5,64,4,3060,189,2016,757,270.3,123.29
Meizu,Android,12.83,yes,no,13,5,32,4,3060,172,2016,704,220.93,96.14
Meizu,Android,12.83,yes,no,12,5,32,4,3060,155,2016,606,298.24,86.24
Meizu,Android,12.7,yes,no,13,5,32,4,3060,138,2016,789,119.59,63.53
Meizu,Android,12.7,yes,no,13,5,32,4,3060,132,2016,869,129.55,60.59
Meizu,Android,12.75,yes,no,21,5,32,4,2560,160,2016,1063,409.41,137.51
Meizu,Android,12.83,yes,no,13,5,32,4,3060,163,2016,959,180.44,95.49
Meizu,Android,12.83,yes,no,13,5,16,4,3140,149,2015,966,170.9,83.77
Meizu,Android,12.88,yes,no,21,5,32,4,3050,168,2015,752,388.89,127.3
Meizu,Android,12.7,yes,no,13,5,16,4,3095,131,2015,791,129.04,55.29
Meizu,Android,12.83,yes,no,20.7,5,16,4,3150,149,2015,944,208.75,120.81
Meizu,Android,12.83,yes,no,13,5,16,4,3095,149,2015,725,201.15,96.41
Meizu,Android,12.83,yes,no,13,5,16,4,,145,2014,986,129.49,65.23
Meizu,Android,12.7,yes,no,13,5,32,4,2500,128,2015,629,99.9,80.52
Meizu,Android,12.83,yes,no,20.7,5,16,4,,158,2014,1043,399.67,131.48
Meizu,Android,13.61,yes,no,20.7,2,16,4,,147,2014,1007,339.04,114.7
Meizu,Android,12.73,no,no,8,2,16,4,2400,143,2013,878,370.37,108.74
Micromax,Android,12.7,yes,no,8,5,16,4,4000,151,2017,664,100.38,67.83
Micromax,Android,12.83,yes,no,13,5,32,4,4000,162,2017,607,140.94,83.74
Micromax,Android,10.16,yes,no,2,0.3,16,4,1300,120,2017,645,49.77,22.7
Micromax,Android,12.83,yes,no,13,13,128,4,3200,164,2017,879,359.7,121.22
Micromax,Android,10.29,yes,no,5,2,32,4,1800,140,2017,742,59.41,48.72
Micromax,Android,12.83,yes,no,8,5,32,4,3000,151,2017,859,101.49,55.7
Micromax,Android,12.7,yes,no,8,2,32,4,4000,151,2017,868,91.01,53.05
Micromax,Android,10.29,yes,no,5,2,32,4,1800,151,2017,808,79.96,44.91
Micromax,Android,10.29,yes,no,5,2,32,4,1800,156,2016,901,70.65,44.62
Micromax,Android,10.16,yes,no,5,2,32,4,1600,159,2016,564,59.41,46.14
Micromax,Android,12.7,yes,no,5,2,32,4,2000,165,2016,958,72.05,57.42
Micromax,Android,12.7,yes,no,8,5,16,4,2000,151,2016,562,79.41,51.84
Micromax,Android,15.24,yes,no,8,5,32,4,3000,159,2016,883,99.62,56.42
Micromax,Android,12.7,no,no,5,2,32,4,2000,159,2016,1026,49.63,40.94
Micromax,Android,12.83,no,no,8,5,32,4,2500,159,2016,999,71.7,65.54
Micromax,Android,12.7,yes,no,13,5,16,4,2500,159,2016,617,100.15,73.41
Micromax,Android,10.29,yes,no,5,5,32,4,1750,159,2016,962,101.08,49.89
Micromax,Android,12.83,no,no,8,5,16,4,2500,159,2016,1073,79.89,63.35
Micromax,Android,12.83,yes,no,13,5,16,4,3000,159,2016,683,178.79,95.97
Micromax,Android,12.83,yes,no,13,8,32,4,3000,162,2016,736,90.78,85.09
Micromax,Android,12.7,no,no,5,2,32,4,3000,143,2015,750,169.37,75.64
Micromax,Android,12.7,yes,no,13,5,16,4,2100,128,2015,992,128.68,61.49
Micromax,Android,12.83,yes,no,13,5,16,4,2500,145,2015,1031,149.58,83.88
Micromax,Android,10.34,yes,no,8,5,32,4,2000,143,2015,704,90.63,56.71
Micromax,Android,12.7,no,no,13,5,16,4,2500,143,2015,725,121.76,79.69
Micromax,Android,12.7,yes,no,8,2,16,4,2000,155,2015,567,58.61,52.74
Micromax,Android,12.75,yes,no,13,5,16,4,2900,143,2015,747,167.8,87.98
Micromax,Android,12.83,no,no,13,5,32,4,2820,143,2015,925,150.93,81.6
Micromax,Android,12.7,no,no,13,2,32,4,2500,135,2015,669,90.3,54.23
Micromax,Android,7.75,no,no,1.3,0.3,16,4,1200,143,2015,731,39.44,24.28
Micromax,Android,12.7,no,no,8,5,32,4,2800,144,2015,1014,120.42,77.38
Micromax,Android,10.36,yes,no,8,5,16,4,2000,97,2015,898,250.73,96.88
Micromax,Android,20.32,no,no,5,2,32,4,4000,143,2015,625,131.91,46.03
Micromax,Android,12.7,yes,no,13,5,16,4,2260,143,2015,794,229.87,64.7
Micromax,Android,10.29,no,no,5,2,32,4,1700,136,2015,624,91.28,36.18
Micromax,Android,15.24,no,no,8,2,32,4,3000,143,2015,675,139.55,70.08
Micromax,Android,12.7,no,no,13,5,16,4,2400,143,2015,810,149.49,84.6
Micromax,Android,10.34,no,no,8,2,32,4,2000,143,2015,1064,110.42,45.49
Micromax,Android,12.83,no,no,5,0.3,32,4,2820,143,2015,601,108.89,47.51
Micromax,Android,10.34,no,no,8,2,32,4,2000,134,2015,901,68.7,52.95
Micromax,Android,10.16,no,no,0.3,0.3,16,4,1200,123,2015,734,60.96,28.26
Micromax,Android,12.7,no,no,8,2,32,4,3000,170,2015,957,128.04,62.82
Micromax,Android,10.16,no,no,2,0.3,16,4,1450,143,2015,740,60.11,31.56
Micromax,Android,12.7,no,no,5,0.3,16,4,1800,143,2015,801,79.68,40.93
Micromax,Android,10.29,no,no,5,0.3,32,4,1700,143,2015,667,89.63,37.59
Micromax,Android,10.16,no,no,2,0.3,16,4,1300,146.5,2014,1052,58.67,31.34
Micromax,Android,10.29,no,no,8,2,32,4,2000,138,2015,798,97.96,55.81
Micromax,Android,20.32,no,no,5,2,32,4,4400,310.5,2015,604,149.34,97.59
Micromax,Android,17.78,no,no,5,0.3,32,4,3200,306,2015,981,88.83,72.71
Micromax,Android,10.34,no,no,13,13,16,4,2300,138,2014,575,239.57,111.15
Micromax,Android,12.7,no,no,8,2,32,4,3000,143,2015,954,150.09,48.2
Micromax,Android,10.34,no,no,8,5,32,4,2000,123,2014,672,149.26,59.84
Micromax,Android,10.29,no,no,5,2,16,4,1700,136,2014,920,78.93,30.75
Micromax,Android,12.7,no,no,13,5,32,4,2500,146.5,2014,871,170.29,67.56
Micromax,Android,10.16,no,no,2,0.3,16,4,2000,146.5,2014,1032,69.24,35.8
Micromax,Android,12.83,no,no,8,2,32,4,2350,146,2014,1066,139.04,77.01
Micromax,Android,12.7,no,no,8,2,32,4,2000,138,2014,1054,169.7,45.57
Micromax,Android,10.16,no,no,5,0.3,16,4,1750,146.5,2014,1050,90.29,37.69
Micromax,Android,12.83,no,no,16,5,32,4,2300,146.5,2014,756,302.11,123.03
Micromax,Windows,12.7,no,no,8,2,32,4,2000,146.5,2014,668,121.61,49
Micromax,Windows,10.16,no,no,5,0.3,32,4,1500,146.5,2014,855,78.74,42.48
Micromax,Android,10.16,no,no,2,0.3,16,4,2100,146.5,2014,730,58.68,34
Micromax,Android,10.34,no,no,5,2,16,4,2000,158,2014,797,90.06,47.22
Micromax,Android,12.7,no,no,5,0.3,16,4,1900,180,2014,759,90.56,39.55
Micromax,Others,5.28,no,no,0.3,2,16,4,3000,146.5,2014,664,19.87,10.5
Micromax,Android,12.7,no,no,8,2,16,4,2000,159,2014,791,122.17,65.26
Micromax,Android,12.7,no,no,8,2,16,4,2000,168,2014,584,111.18,57.82
Micromax,Android,15.24,no,no,5,0.3,32,4,2500,202,2014,653,101.64,43.38
Micromax,Android,10.16,no,no,2,0.3,512,0.25,1600,146.5,2014,930,49.58,21.22
Micromax,Others,5.18,no,no,0.3,0.3,16,4,2800,260,2013,1037,19.1,10.84
Micromax,Others,5.16,no,no,0.3,0.3,16,4,1800,118,2013,868,18.93,15.69
Micromax,Android,12.7,no,no,8,2,16,4,1900,146.5,2014,633,188.74,49.33
Micromax,Android,7.75,no,no,1.3,2,512,0.25,1500,146.5,2014,876,49.37,19.45
Micromax,Android,12.7,no,no,16,8,32,4,2350,154,2014,888,239.57,90.89
Micromax,Android,10.34,no,no,8,5,16,4,1800,110,2014,883,170.94,52.37
Micromax,Android,10.29,no,no,5,5,16,4,1800,147,2014,635,99.53,41.09
Micromax,Android,15.24,no,no,8,5,16,4,2450,180,2014,983,168.59,64.87
Micromax,Android,12.7,no,no,8,2,16,4,2000,147,2013,613,149.55,72.62
Micromax,Android,10.16,no,no,2,0.3,512,0.25,1500,118,2013,1015,60.19,24.67
Micromax,Android,12.7,no,no,5,0.3,16,4,3000,118,2013,769,90.56,36.31
Micromax,Android,12.7,no,no,12,2,16,4,2000,118,2013,692,179.08,63.69
Micromax,Android,12.7,no,no,13,5,16,4,2000,118,2013,723,240.65,94.32
Micromax,Android,20.32,no,no,5,2,16,4,4800,118,2013,1032,171.39,77.04
Micromax,Android,10.29,no,no,5,0.3,16,4,1500,118,2013,793,90.49,38.63
Micromax,Android,10.29,no,no,2,0.3,16,4,1850,118,2013,577,60.24,25.74
Micromax,Android,12.88,no,no,12,5,16,4,2600,220,2013,1047,229.55,85.42
Micromax,Android,12.7,no,no,5,0.3,16,4,2000,118,2013,781,109.39,46.8
Micromax,Android,12.7,no,no,13,5,16,4,2000,158,2013,965,227.97,55.92
Micromax,Android,10.29,no,no,5,0.3,16,4,1800,118,2013,956,110.61,42.42
Micromax,Android,12.7,no,no,8,2,16,4,2000,164,2013,823,179.65,57.87
Micromax,Others,5.28,no,no,0.3,0.3,16,4,2000,108,2013,603,20.15,15.11
Micromax,Others,5.28,no,no,0.3,0.3,16,4,2000,98.6,2013,748,20.5,10.45
Micromax,Others,5.23,no,no,0.3,0.3,16,4,2000,118,2013,596,19.21,15.1
Micromax,Others,5.18,no,no,0.3,0.3,16,4,2000,118,2013,694,21.02,14.75
Micromax,Others,5.13,no,no,0.3,0.3,16,4,2000,118,2013,1016,41.5,18.84
Micromax,Others,5.28,no,no,0.3,0.3,16,4,2000,92,2013,946,30.17,9.66
Micromax,Android,12.78,no,no,8,2,16,4,2100,168,2013,780,190.32,70.09
Micromax,Android,17.78,no,no,2,0.3,16,4,3000,370,2013,706,129.73,76.43
Micromax,Android,17.78,no,no,2,0.3,16,4,3000,323,2013,726,121.48,69.55
Micromax,Android,17.78,no,no,2,0.3,16,4,2000,118,2013,645,97.9,42.22
Micromax,Android,12.7,no,no,3.15,0.3,16,4,2000,186,2013,1025,89.69,47.82
Micromax,Android,10.29,no,no,5,0.3,16,4,2000,149.1,2013,969,118.47,52.95
Micromax,Android,7.75,no,no,3.15,0.3,16,4,2000,109,2013,833,69.21,22.98
Micromax,Android,7.75,no,no,2,0.3,512,0.25,1500,118,2013,1008,67.83,23.05
Micromax,Android,12.7,no,no,5,0.3,16,4,2000,118,2013,667,150.19,46.48
Micromax,Android,12.7,no,no,8,2,16,4,2000,156,2013,669,228.59,45.34
Micromax,Android,10.08,no,no,3.15,0.3,1024,4,1450,118,2013,836,90.37,31.1
Microsoft,Windows,12.7,yes,no,8,5,16,4,2000,122,2016,961,149.74,56.46
Microsoft,Windows,12.88,yes,no,20,5,32,4,3340,165,2015,931,349.17,142.53
Microsoft,Windows,12.88,yes,no,20,5,32,4,3340,165,2015,820,348.45,135.66
Microsoft,Windows,12.75,yes,no,20,5,32,4,3000,150,2015,692,279.32,127.07
Microsoft,Windows,12.75,yes,no,20,5,32,4,3000,150,2015,751,280.31,108.25
Microsoft,Windows,10.34,yes,no,5,2,32,4,2100,141.9,2015,790,89.87,45.54
Microsoft,Windows,12.7,no,no,8,5,32,4,2200,152,2015,965,100.67,52.7
Microsoft,Windows,10.16,no,no,2,0.3,32,4,1500,127.9,2015,890,69.21,29.54
Microsoft,Windows,12.88,yes,no,13,5,32,4,3000,171,2015,823,201.61,83.82
Microsoft,Windows,12.88,yes,no,13,5,32,4,3000,171,2015,956,199.76,66.37
Microsoft,Windows,12.88,no,no,13,5,32,4,3000,171,2015,949,169.15,70.06
Microsoft,Windows,12.88,no,no,13,5,32,4,3000,171,2015,937,171.31,86.35
Microsoft,Windows,12.7,yes,no,8,1,32,4,2500,145,2015,874,151.36,69.97
Microsoft,Windows,12.7,yes,no,8,1,32,4,2500,145,2015,564,119.91,72.06
Microsoft,Windows,12.7,no,no,8,1,32,4,2500,145,2015,1017,169.52,80.47
Microsoft,Windows,10.16,no,no,5,0.3,32,4,1560,136.3,2015,1083,90.91,44.96
Microsoft,Windows,10.16,no,no,5,0.3,32,4,1560,136.3,2015,696,89.11,39.74
Microsoft,Windows,10.16,no,no,2,0.3,32,4,1560,134.1,2015,670,70.94,35.91
Microsoft,Windows,10.16,no,no,2,0.3,32,4,1560,134.1,2015,708,68.61,38.1
Microsoft,Windows,12.7,no,no,5,5,32,4,1905,146,2014,683,79.92,45.08
Microsoft,Windows,12.7,no,no,5,5,32,4,1905,146,2014,1089,80.01,50.91
Microsoft,Windows,25.55,no,no,5,3.5,32,4,,675.9,2013,931,331.21,186.9
Motorola,Android,15.29,yes,no,13,12,64,4,3000,176,2019,390,298.17,111.19
Motorola,Android,15.29,yes,no,13,8,64,4,3000,172,2019,368,250.23,110.59
Motorola,Android,15.29,yes,no,12,8,64,4,5000,193,2019,280,209.88,106.7
Motorola,Android,12.88,yes,no,13,8,32,4,3000,149,2019,496,150,71.33
Motorola,Android,12.93,yes,no,12,8,64,4,3000,162,2018,447,219.12,89.22
Motorola,Android,15.29,yes,no,12,12,64,4,5000,205,2018,373,268.7,107.05
Motorola,Android,15.27,yes,no,12,8,128,4,3000,156,2018,706,399.54,83.98
Motorola,Android,14.83,yes,no,8,5,16,4,3100,168.5,2018,660,109.76,52.26
Motorola,Android,12.75,yes,no,8,5,16,4,2800,150,2018,598,81.48,64.14
Motorola,Android,15.24,yes,no,12,5,32,4,5000,196.6,2018,634,160.11,76.52
Motorola,Android,12.88,yes,no,13,5,16,4,4000,174,2018,426,150,78.97
Motorola,Android,12.88,yes,no,13,5,32,4,4000,175,2018,533,150.7,73.51
Motorola,Android,15.29,yes,no,12,12,64,4,3000,170,2018,438,318.39,154.88
Motorola,Android,12.93,yes,no,12,8,64,4,3200,167,2018,567,260.72,86.92
Motorola,Android,12.88,yes,no,12,8,64,4,3000,167,2018,561,180.92,89.36
Motorola,Android,12.75,yes,no,12,16,64,4,3000,163,2017,564,200.91,127.68
Motorola,Android,12.83,yes,no,13,8,64,4,3000,168,2017,821,159.67,105.41
Motorola,Android,12.75,yes,no,16,5,32,4,3000,157,2017,573,148.76,72.13
Motorola,Android,12.83,yes,no,12,5,64,4,2730,143,2017,558,319.02,125.45
Motorola,Android,12.83,yes,no,13,5,16,4,5000,198,2017,874,110.25,75.17
Motorola,Android,12.7,yes,no,8,5,16,4,2800,151,2017,666,150.54,65.42
Motorola,Android,12.83,yes,no,12,5,64,4,3000,145,2017,842,231.28,69.45
Motorola,Android,12.7,yes,no,8,2,16,4,4000,162,2017,746,121.52,45.78
Motorola,Android,12.7,yes,no,5,2,32,4,2350,154,2017,803,100.87,57.55
Motorola,Android,12.75,yes,no,12,5,32,4,3000,155,2017,873,240.03,87.48
Motorola,Android,12.7,yes,no,13,5,16,4,2800,145,2017,578,150.26,72.03
Motorola,Android,12.83,yes,no,16,8,64,4,3050,163,2016,554,189.76,111.25
Motorola,Android,12.7,yes,no,8,5,16,4,3500,153.5,2016,917,131.05,72.74
Motorola,Android,12.83,yes,no,16,5,32,4,3510,165,2016,904,220.59,75.09
Motorola,Android,12.7,yes,no,8,5,32,4,2800,140.6,2016,659,100.22,63.84
Motorola,Android,12.83,yes,no,21,5,32,4,3500,163,2016,1041,268.74,84.28
Motorola,Android,12.83,yes,no,13,5,32,4,2600,136,2016,694,221.05,98.71
Motorola,Android,12.83,yes,no,16,5,64,4,3000,155,2016,827,158.47,96.23
Motorola,Android,12.83,yes,no,13,5,16,4,3000,155,2016,667,131.23,88.36
Motorola,Android,12.7,yes,no,8,5,32,4,2800,137,2016,563,130.98,50.37
Motorola,Android,12.7,yes,no,13,5,16,4,2470,155,2015,833,278.41,60.7
Motorola,Android,12.8,yes,no,21,5,32,4,3760,169,2015,582,279.95,95.65
Motorola,Android,12.8,yes,no,21,5,32,4,3760,170.1,2015,905,328.76,97.55
Motorola,Android,12.83,yes,no,21,5,16,4,2390,169,2015,749,299.86,91.61
Motorola,Android,12.88,yes,no,21,5,16,4,2390,179,2015,1020,260.56,133.39
Motorola,Android,12.83,yes,no,21,5,16,4,2390,169,2015,694,249.86,88.68
Motorola,Android,12.83,yes,no,21,5,16,4,2390,169,2015,586,238.64,89.32
Motorola,Android,12.7,yes,no,13,5,32,4,2470,155,2015,820,170.26,91.64
Motorola,Android,12.7,yes,no,13,5,32,4,2470,155,2015,608,170.27,78.46
Motorola,Android,10.29,yes,no,5,0.3,32,4,2390,145,2015,579,99.84,51.92
Motorola,Android,10.29,yes,no,5,0.3,32,4,2390,145,2015,842,132.11,34.7
Motorola,Android,12.7,yes,no,8,2,32,4,2390,155,2015,863,210.26,70.37
Motorola,Android,12.7,yes,no,8,2,32,4,2390,155,2015,613,239.79,46.75
Motorola,Android,12.75,yes,no,21,2,64,4,3900,176,2014,768,300.48,81.13
Motorola,Android,12.75,yes,no,21,2,32,4,3900,169,2014,564,288.89,135.86
Motorola,Android,15.14,yes,no,13,2,32,4,3220,184,2014,739,420.42,74.6
Motorola,Android,12.75,yes,no,13,2,16,4,2300,144,2014,572,321.62,92.74
Motorola,Android,12.7,no,no,8,2,32,4,2070,149,2014,808,199.12,63.17
Motorola,Android,12.7,no,no,8,2,32,4,2070,149,2014,1072,160.3,56.63
Motorola,Android,10.29,yes,no,5,1.3,32,4,2070,143,2014,927,160.77,70.19
Motorola,Android,10.24,yes,no,8,0.3,32,4,2000,125.9,2014,634,238.31,36.82
Motorola,Android,10.24,no,no,5,2,16,4,1980,142,2014,959,101.64,48.17
Motorola,Android,10.24,no,no,5,2,16,4,1980,142,2014,979,88.96,52.73
